City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
458,Saint-Leu,RE,-21.15,55.2833,77.83,76,5,3.47,clear sky
459,Ilinskiy,RU,55.619,38.1182,25.48,68,0,4.47,light snow
460,Lagoa,PT,39.05,-27.9833,60.17,88,100,22.66,overcast clouds
461,Seoul,KR,37.5683,126.9778,36.84,46,100,2.42,overcast clouds
462,Espanola,US,35.9911,-106.0806,45.55,42,75,1.01,broken clouds
463,Fukue,JP,32.6881,128.8419,50.43,90,100,12.01,overcast clouds
464,Taltal,CL,-25.4,-70.4833,70.97,70,22,6.87,few clouds
465,Bonoua,CI,5.2741,-3.595,82.02,78,17,5.44,few clouds
466,Valdivia,CL,-39.8142,-73.2459,88.83,18,100,4.9,overcast clouds
467,Caravelas,BR,-17.7125,-39.2481,82.81,68,99,7.54,overcast clouds
468,Antofagasta,CL,-23.65,-70.4,74.21,63,0,10.65,clear sky
469,Surt,LY,31.2089,16.5887,59.04,57,0,6.24,clear sky
470,Mangaluru,IN,12.8667,74.8833,77.86,78,20,3.44,few clouds
471,Jalu,LY,29.0331,21.5482,57.36,40,0,6.8,clear sky
472,Coka,RS,45.9425,20.1433,38.41,64,0,8.21,clear sky
473,Sicamous,CA,50.8331,-118.9856,35.19,87,31,0.72,scattered clouds
474,Traiguen,CL,-38.25,-72.6833,95.77,10,79,9.48,broken clouds
475,Nador,MA,35.174,-2.9287,57.45,72,0,3.44,clear sky
476,Danville,US,36.586,-79.395,72.03,33,0,11.5,clear sky
477,Shingu,JP,33.7333,135.9833,42.91,62,100,5.06,overcast clouds
478,Miguel Hidalgo,MX,19.4225,-99.2028,67.17,25,75,4.61,broken clouds
479,Virginia Beach,US,36.8529,-75.978,72.05,39,100,9.37,overcast clouds
480,Ancud,CL,-41.8697,-73.8203,80.22,61,84,5.23,broken clouds
481,Christchurch,NZ,-43.5333,172.6333,51.03,91,100,14.97,light rain
482,Varhaug,NO,58.6147,5.6457,42.89,94,100,26.26,moderate rain
483,Damaturu,NG,11.747,11.9608,74.25,18,99,10.8,overcast clouds
484,Port Hardy,CA,50.6996,-127.4199,35.78,100,100,3.44,overcast clouds
485,Bonavista,CA,48.6499,-53.1147,41.11,80,100,25.26,overcast clouds
486,Pitkyaranta,RU,61.5734,31.4792,23.85,94,79,9.86,broken clouds
487,Muswellbrook,AU,-32.2667,150.9,58.33,86,96,2.01,overcast clouds
488,Namatanai,PG,-3.6667,152.4333,77.83,84,100,3.47,moderate rain
489,Mokhsogollokh,RU,61.4681,128.9203,-30.39,100,86,3.38,overcast clouds
490,Ulaangom,MN,49.9811,92.0667,-27.18,96,99,2.46,overcast clouds
491,San Jeronimo,PE,-11.9472,-75.2829,58.23,66,100,6.8,overcast clouds
492,Kasongo-Lunda,CD,-6.4667,16.8167,70.27,98,99,3.36,moderate rain
493,Nuuk,GL,64.1835,-51.7216,13.8,85,100,10.85,light snow
494,Isoka,ZM,-10.1606,32.6335,62.92,96,100,0.36,light rain
495,Axim,GH,4.8699,-2.2405,80.06,82,88,8.3,overcast clouds
496,Svetlyy,RU,54.675,20.1347,32.05,69,96,17.31,overcast clouds
497,Oriximina,BR,-1.7656,-55.8661,83.55,68,97,2.04,overcast clouds
498,Chipinge,ZW,-20.1883,32.6236,63.41,71,7,4.0,clear sky
499,Turmalina,BR,-17.2856,-42.73,75.24,85,100,2.71,overcast clouds
500,Damghan,IR,36.1683,54.348,41.27,61,0,2.59,clear sky
501,Tilichiki,RU,60.4667,166.1,-21.68,92,12,8.99,few clouds
502,Cockburn Town,TC,21.4612,-71.1419,77.81,73,0,19.84,clear sky
503,Umm Kaddadah,SD,13.6017,26.6876,63.93,16,6,13.44,clear sky
504,Nuristan,AF,35.3,70.8333,11.55,67,67,8.95,broken clouds
505,Padang,ID,-0.9492,100.3543,76.86,82,96,3.67,overcast clouds
506,Birjand,IR,32.8663,59.2211,46.54,70,100,3.83,overcast clouds
507,Marsa Matruh,EG,31.3525,27.2453,57.13,70,0,8.37,clear sky
508,Tazovskiy,RU,67.4667,78.7,-7.89,92,6,13.94,clear sky
509,Muscat,OM,23.6139,58.5922,72.23,59,0,4.83,clear sky
510,Airai,TL,-8.9266,125.4092,58.84,93,71,2.42,broken clouds
511,Vardo,NO,70.3705,31.1107,25.74,71,15,13.0,few clouds
512,Salalah,OM,17.0151,54.0924,70.77,68,1,1.68,clear sky
513,Port Hedland,AU,-20.3167,118.5667,84.25,89,40,5.75,scattered clouds
514,Sakhnovshchyna,UA,49.1517,35.872,30.99,84,100,15.01,overcast clouds
515,Milkovo,RU,54.7167,158.6167,-9.74,99,100,2.37,overcast clouds
516,Taoudenni,ML,22.6783,-3.9836,68.9,17,0,9.35,clear sky
517,Shitanjing,CN,39.2342,106.3439,26.73,62,99,9.22,overcast clouds
518,Herat,AF,34.5,62.0,39.45,76,100,12.71,overcast clouds
519,Benjamin Hill,MX,30.1667,-111.1,78.17,12,0,11.95,clear sky
520,Nuqui,CO,5.7125,-77.2708,79.9,82,99,5.23,light rain
521,Egvekinot,RU,66.3167,-179.1667,-20.52,88,20,8.21,few clouds
522,Lac-Au-Saumon,CA,48.421,-67.3476,35.37,100,100,7.7,overcast clouds
523,Barmer,IN,25.75,71.3833,63.37,20,0,3.44,clear sky
524,Sisimiut,GL,66.9395,-53.6735,12.31,84,100,28.86,overcast clouds
525,Tahe,CN,52.3333,124.7333,-7.56,94,100,3.49,overcast clouds
526,Narok,KE,-1.0783,35.8601,62.56,75,100,3.4,overcast clouds
527,Ahipara,NZ,-35.1667,173.1667,66.47,87,100,26.28,overcast clouds
528,Palmer,US,42.1584,-72.3287,57.69,40,75,19.57,broken clouds
529,Maniitsoq,GL,65.4167,-52.9,12.65,76,100,14.65,overcast clouds
530,Coahuayana,MX,18.7333,-103.6833,91.72,29,18,6.64,few clouds
531,Raichur,IN,16.2,77.3667,71.64,38,6,7.14,clear sky
532,Pangody,RU,65.85,74.4859,-8.59,94,7,15.32,clear sky
533,Awbari,LY,26.5921,12.7805,56.17,26,0,9.69,clear sky
534,Verkhnyaya Maksakovka,RU,61.635,50.9674,21.22,100,40,4.47,scattered clouds
535,Falkenberg,SE,56.9055,12.4912,37.94,75,90,23.11,overcast clouds
536,Yermakovskoye,RU,53.2831,92.4003,-21.12,100,47,1.48,scattered clouds
537,Valparaiso,CL,-33.0393,-71.6273,71.24,69,0,13.8,clear sky
538,Turukhansk,RU,65.8167,87.9833,-12.23,80,1,8.52,clear sky
539,Ustye,RU,59.6304,39.736,19.17,93,100,8.84,overcast clouds
540,Talakan,RU,50.3167,130.3667,1.38,98,100,2.91,overcast clouds
541,Sylvan Lake,CA,52.3168,-114.0853,35.35,43,18,6.02,few clouds
542,Yar-Sale,RU,66.8333,70.8333,-8.1,91,100,14.85,overcast clouds
543,Wellington,NZ,-41.2866,174.7756,64.76,98,100,24.16,moderate rain
544,Saldanha,ZA,-33.0117,17.9442,66.81,84,100,13.96,overcast clouds
545,Guider,CM,9.9342,13.9486,82.04,13,24,5.28,few clouds
546,Nara,JP,34.6851,135.8049,42.98,59,59,2.8,broken clouds
547,Port-Cartier,CA,50.0334,-66.8654,34.75,99,100,5.68,overcast clouds
548,Tevaitoa,PF,-16.7833,-151.5,81.14,74,100,15.14,overcast clouds
549,Waingapu,ID,-9.6567,120.2641,77.04,84,85,3.94,overcast clouds
550,Broken Hill,AU,-31.95,141.4333,73.9,27,0,6.62,clear sky
551,Outjo,NA,-20.1167,16.15,66.85,90,100,4.07,moderate rain
552,Kasulu,TZ,-4.5767,30.1025,64.54,90,100,2.24,overcast clouds
553,Onega,RU,63.9061,38.1404,15.82,95,100,5.53,overcast clouds
554,Tarakan,ID,3.3,117.6333,79.11,79,100,4.79,overcast clouds
555,Jiaocheng,CN,24.6774,116.1389,55.42,95,100,3.29,overcast clouds
556,Gao,ML,16.6362,1.637,76.28,9,0,9.73,clear sky
557,Aleksandrov Gay,RU,50.147,48.5704,22.68,97,100,1.14,overcast clouds
558,Grenfell,AU,-33.9,148.1667,58.33,78,0,6.13,clear sky
559,Rubiataba,BR,-15.1644,-49.8033,76.68,86,80,5.99,broken clouds
560,Goderich,CA,43.7501,-81.7165,16.92,82,100,15.48,light snow
561,Gramada,BG,43.8344,22.6586,38.73,61,96,4.03,overcast clouds
562,Praya,CV,14.9215,-23.5087,75.74,64,100,18.41,overcast clouds
563,Vangaindrano,MG,-23.35,47.6,73.98,85,35,5.82,scattered clouds
564,Grants,US,35.1473,-107.8514,41.23,36,0,3.44,clear sky
565,Boyolangu,ID,-8.1181,111.8935,74.7,92,100,5.5,moderate rain
566,Colac,AU,-38.3333,143.5833,68.07,81,97,5.01,overcast clouds
567,Kongolo,CD,-5.3833,27.0,71.28,94,100,2.3,light rain
568,Taybad,IR,34.74,60.7756,41.25,75,100,14.25,overcast clouds
569,La Rioja,ES,42.25,-2.5,49.05,92,100,3.71,overcast clouds
570,Hay River,CA,60.8156,-115.7999,-5.15,90,100,6.55,overcast clouds
571,Jian,CN,27.1172,114.9793,43.86,95,100,2.44,moderate rain
572,Eseka,CM,3.65,10.7667,78.35,75,5,4.0,clear sky
573,Milos,GR,36.75,24.4333,52.52,54,100,1.99,overcast clouds
574,Eureka,US,40.8021,-124.1637,71.2,71,0,1.99,clear sky
575,Alice Springs,AU,-23.7,133.8833,58.55,82,0,5.75,clear sky
576,Ha Giang,VN,22.8333,104.9833,62.38,99,100,1.95,overcast clouds
577,Asyut,EG,27.181,31.1837,60.08,30,0,6.33,clear sky
578,Machali,CL,-34.1833,-70.6667,92.91,12,6,9.91,clear sky
579,Guarapari,BR,-20.6667,-40.4975,76.89,95,100,3.67,overcast clouds
580,Iturama,BR,-19.7281,-50.1956,82.78,66,42,7.31,scattered clouds
581,Guerrero Negro,MX,27.9769,-114.0611,73.0,31,100,2.64,overcast clouds
582,Springbok,ZA,-29.6643,17.8865,76.59,43,95,6.67,light rain
583,Nelson,NZ,-41.2833,173.2833,57.29,93,100,1.01,light rain
584,Beloslav,BG,43.1833,27.7,42.91,61,0,2.3,clear sky
585,Kirishi,RU,59.4471,32.0205,31.98,95,100,12.41,light snow
586,Hasaki,JP,35.7333,140.8333,27.0,61,90,6.33,overcast clouds
587,Nago,JP,26.5881,127.9761,69.87,90,99,9.95,overcast clouds
588,Clonakilty,IE,51.6231,-8.8706,48.09,91,100,11.39,overcast clouds
589,Gorontalo,ID,0.5412,123.0595,73.06,95,98,3.2,overcast clouds
590,Yambio,SS,4.5721,28.3955,81.57,25,69,7.11,broken clouds
591,Bayan,CN,46.0833,127.4,-18.06,100,65,3.15,broken clouds
592,Xiaoweizhai,CN,26.1903,107.5125,38.43,97,100,4.63,overcast clouds
593,Povenets,RU,62.8487,34.8262,16.9,97,96,4.43,overcast clouds
594,Havre-Saint-Pierre,CA,50.2334,-63.5986,34.16,86,100,9.22,overcast clouds
595,Nanortalik,GL,60.1432,-45.2371,30.4,97,100,6.31,light snow
596,Humaita,BR,-7.5061,-63.0208,89.46,57,100,1.77,overcast clouds
597,Makakilo City,US,21.3469,-158.0858,75.52,69,0,6.91,clear sky
598,Anadyr,RU,64.75,177.4833,-38.43,99,64,6.85,broken clouds
599,Mikhaylovka,RU,50.06,43.2379,31.78,95,100,8.77,overcast clouds
600,Yaan,NG,7.3833,8.5667,88.25,9,60,2.77,broken clouds
601,Yazoo City,US,32.8551,-90.4056,63.34,65,100,16.31,overcast clouds
602,Callaguip,PH,18.0714,120.4867,76.84,79,100,4.34,overcast clouds
603,Cairns,AU,-16.9167,145.7667,75.15,91,63,9.22,broken clouds
604,Angoram,PG,-4.0625,144.0661,72.84,99,100,0.6,overcast clouds
605,Margherita,IN,27.2833,95.6833,54.0,88,0,2.71,clear sky
606,San Fernando,PH,15.0286,120.6898,79.14,77,100,4.12,overcast clouds
607,Chillicothe,US,39.3331,-82.9824,36.09,76,100,6.91,overcast clouds
608,Vitim,RU,59.4511,112.5578,-26.63,100,97,1.12,overcast clouds
609,Buala,SB,-8.145,159.5921,78.17,81,100,2.35,overcast clouds
610,Ocos,GT,14.5094,-92.1933,97.3,56,0,10.02,clear sky
611,Yugorsk,RU,61.3133,63.3319,1.99,98,100,5.46,overcast clouds
612,Yichang,CN,30.7144,111.2847,40.68,84,100,0.81,overcast clouds
613,Selikhino,RU,50.3672,137.4996,12.88,95,100,8.43,overcast clouds
614,Lac Du Bonnet,CA,50.2536,-96.0612,-5.03,84,100,3.42,overcast clouds
615,Hagersville,CA,42.9668,-80.0497,25.48,70,100,12.35,overcast clouds
616,Fort Morgan,US,40.2503,-103.8,40.1,35,0,11.5,clear sky
617,Xuddur,SO,4.1213,43.8894,78.66,30,100,11.21,overcast clouds
618,Bosaso,SO,11.2842,49.1816,75.7,69,57,4.63,broken clouds
619,Katsuura,JP,35.1333,140.3,39.31,58,39,4.18,scattered clouds
620,Ventimiglia,IT,43.7935,7.6026,55.26,50,90,8.68,overcast clouds
621,Douentza,ML,14.9951,-2.9517,74.77,11,87,6.15,overcast clouds
622,Malanje,AO,-9.5402,16.341,69.85,76,100,4.29,light rain
623,Iracoubo,GF,5.4802,-53.2011,78.98,85,88,12.15,overcast clouds
624,Chai Badan,TH,15.2,101.1333,81.72,65,30,3.91,scattered clouds
625,Santa Cruz,BO,-17.8,-63.1667,72.05,85,100,13.35,light rain
626,Igrim,RU,63.1906,64.4162,5.49,95,100,6.76,overcast clouds
627,Vao,NC,-22.6667,167.4833,79.83,82,100,5.44,overcast clouds
628,Sivaki,RU,52.6333,126.75,-8.52,90,99,7.38,overcast clouds
629,Cascais,PT,38.6979,-9.4215,58.46,70,20,15.01,few clouds
630,San Lawrenz,MT,36.0553,14.204,52.86,77,99,1.97,overcast clouds
631,Matveyevka,RU,52.15,56.1833,18.55,99,87,5.32,overcast clouds
632,Tromso,NO,69.6496,18.957,21.22,79,0,13.8,clear sky
633,Geraldton,AU,-28.7667,114.6,70.21,73,3,17.27,clear sky
634,Ati,TD,13.2154,18.3353,77.23,12,12,10.54,few clouds
635,Zhuhai,CN,22.2769,113.5678,64.98,77,40,9.22,scattered clouds
636,Nargana,PA,9.4428,-78.5906,81.86,75,16,15.17,few clouds
637,Moose Factory,CA,51.2585,-80.6094,-9.42,59,0,13.8,clear sky
638,Omsukchan,RU,62.5333,155.8,-30.55,94,55,3.83,broken clouds
639,Victor Harbor,AU,-35.5667,138.6167,71.47,39,100,6.35,overcast clouds
640,Manaure,CO,11.7751,-72.4445,88.43,47,43,25.21,scattered clouds
641,Disraeli,CA,45.9001,-71.3491,40.89,81,100,14.16,overcast clouds
642,Bam,IR,29.106,58.357,55.51,40,54,7.61,broken clouds
643,Yatou,CN,37.15,122.3833,36.0,63,100,8.93,overcast clouds
644,Barra De Sao Francisco,BR,-18.755,-40.8908,77.97,81,100,4.16,overcast clouds
645,Aksu,CN,41.1231,80.2644,30.29,44,57,3.13,broken clouds
646,Khash,IR,28.2211,61.2158,52.03,35,0,1.32,clear sky
647,Grootfontein,NA,-19.5667,18.1167,71.02,66,85,5.5,light rain
648,Tari,NG,12.4086,4.4914,78.85,10,8,9.04,clear sky
649,Amapa,BR,1.0,-52.0,81.45,76,93,4.25,overcast clouds
650,Ponta Delgada,PT,37.7333,-25.6667,63.5,77,75,14.97,broken clouds
651,Canutama,BR,-6.5339,-64.3831,85.48,68,100,3.4,overcast clouds
652,Port-Gentil,GA,-0.7193,8.7815,80.58,84,79,8.59,light rain
653,College,US,64.8569,-147.8028,-5.42,75,75,3.44,broken clouds
654,Mae Hong Son,TH,19.3003,97.9685,59.5,44,85,1.59,overcast clouds
655,Porto Walter,BR,-8.2686,-72.7439,84.85,64,100,3.8,moderate rain
656,Shambu,ET,9.5667,37.1,56.5,62,38,1.07,scattered clouds
657,Vryheid,ZA,-27.7695,30.7917,64.44,63,1,5.32,clear sky
658,Tarija,BO,-21.5355,-64.7296,67.91,60,75,9.22,broken clouds
659,Casablanca,MA,33.5928,-7.6192,62.82,82,0,8.99,clear sky
660,Quchan,IR,37.106,58.5095,34.56,92,99,2.68,overcast clouds
661,Tallahassee,US,30.4383,-84.2807,65.52,57,100,1.99,overcast clouds
662,Muroto,JP,33.2833,134.15,51.62,60,100,14.76,overcast clouds
663,Ixtapa,MX,20.7,-105.2,76.23,65,0,11.5,clear sky
664,General Pico,AR,-35.6566,-63.7568,72.97,28,0,7.81,clear sky
665,Upata,VE,8.0086,-62.3989,82.18,46,95,9.44,overcast clouds
666,Teguise,ES,29.0605,-13.564,64.62,64,20,12.66,few clouds
667,Nalut,LY,30.3333,10.85,57.04,29,100,9.24,overcast clouds
668,Puerto Colombia,CO,10.9878,-74.9547,89.69,67,11,19.86,few clouds
669,Kenai,US,60.5544,-151.2583,22.14,96,20,0.0,mist
670,Vestmannaeyjar,IS,63.4427,-20.2734,28.09,78,25,4.05,scattered clouds
671,Yarmouth,US,41.7057,-70.2286,62.58,69,0,18.41,clear sky
672,Bambanglipuro,ID,-7.95,110.2833,64.6,89,98,4.12,heavy intensity rain
673,Yeniseysk,RU,58.4497,92.1703,-4.05,90,8,6.85,clear sky
674,Polunochnoye,RU,60.8697,60.4153,-4.18,100,100,2.68,overcast clouds
675,Bystrice Nad Pernstejnem,CZ,49.5229,16.2615,33.24,66,6,5.91,clear sky
676,San Cristobal,VE,7.7669,-72.225,77.18,38,99,6.33,overcast clouds
677,Rodrigues Alves,BR,-7.738,-72.6509,84.4,71,100,3.33,overcast clouds
678,Kamuli,UG,0.9472,33.1197,66.34,83,87,3.15,overcast clouds
679,Kuching,MY,1.55,110.3333,75.42,100,40,1.14,scattered clouds
680,Campoverde,PE,-8.4753,-74.8058,83.89,85,100,2.48,moderate rain
681,Kalianget,ID,-7.05,113.9333,76.35,89,100,6.17,light rain
682,North Bend,US,43.4065,-124.2243,62.17,71,0,4.61,clear sky
683,Marabba,SD,12.35,32.1833,79.9,21,0,12.44,clear sky
684,Nome,US,64.5011,-165.4064,1.47,55,100,0.0,overcast clouds
685,Nioro,GM,13.35,-15.75,87.49,9,5,7.67,clear sky
686,Dwarka,IN,22.2394,68.9678,70.36,52,0,10.47,clear sky
